grid_point, analysis_value, analysis_increment
[5, 6],5371.857653793391,2.1538587127361097
[5, 7],5378.813143518755,-7.131642927601206
[5, 8],5379.970838672919,-18.52161478774724
[5, 9],5386.480187163155,-19.53729310188919
[5, 10],5391.58566398496,-19.03718391379516
[5, 11],5387.864462451561,-27.22629437399155
[5, 12],5392.219961812687,-28.457861464436064
[5, 13],5398.623339075506,-29.27241243705521
[5, 14],5412.634726867773,-25.48318412219578
[5, 15],5439.992465375686,-14.291377570492841
[5, 16],5442.775354017826,-36.386174357184245
[5, 17],5471.67503775326,-38.63771482508673
[5, 18],5527.558657953576,-12.971850806067778
[5, 19],5570.727001458751,6.1316506128914625
[5, 20],5600.57382518704,19.528992692946304
[5, 21],5618.403911040437,27.64220704850686
[6, 0],5196.491276997242,-38.00711285752095
[6, 1],5218.679835434811,-25.680200730626893
[6, 2],5230.633708549538,-26.84344911759672
[6, 3],5262.190646169423,-19.068795664078607
[6, 4],5304.223810899411,-11.074379150037203
[6, 5],5344.631802688918,-2.8077432461786884
[6, 6],5373.280406863823,1.9596249213773262
[6, 7],5389.249691060931,-0.7658074136252253
[6, 8],5389.72048533196,-13.561512813119407
[6, 9],5396.247943753225,-14.257951443628372
[6, 10],5400.6180723621155,-13.846037241869453
[6, 11],5398.324770708362,-19.439378452853816
[6, 12],5405.355628652294,-15.982633005093703
[6, 13],5411.144021664655,-14.574456757451117
[6, 14],5418.029830983664,-14.542031827257233
[6, 15],5431.85659866924,-13.401662055128327
[6, 16],5428.316418017417,-38.69134901823236
[6, 17],5454.258887521416,-41.133313537234244
[6, 18],5482.788474816186,-40.410374902447074
[6, 19],5574.857345444447,29.25548467225235
[6, 20],5590.547133649033,29.32693938204102
[6, 21],5597.926242960284,27.15916047215069
[7, 0],5197.324613633879,-29.801028565774686
[7, 1],5209.502842984169,-29.724491869969825
[7, 2],5230.678469170959,-24.826523419611476
[7, 3],5264.080576745612,-18.80507058619878
[7, 4],5308.122404231806,-11.329139373940961
[7, 5],5352.659826295858,-0.7149257378969196
[7, 6],5379.0221785002095,-1.3318860752578985
[7, 7],5397.86167280848,-4.075787576283801
[7, 8],5406.924490976405,-9.17417559423302
[7, 9],5414.503748188244,-9.035204309419896
[7, 10],5419.415005787599,-8.199449446105973
[7, 11],5422.7652720558335,-7.259572321526321
[7, 12],5426.595848125385,-4.5135900311106525
[7, 13],5428.3906450927425,-3.608052196713288
[7, 14],5427.36572044069,-7.52100104550027
[7, 15],5433.114066453468,-10.026022773430668
[7, 16],5427.139505639489,-33.60802212854014
[7, 17],5446.045066894915,-40.62057882690897
[7, 18],5495.356826631422,-17.84244857192334
[7, 19],5566.021646522199,31.509354168400932
[7, 20],5580.860046642605,31.58625451719945
[7, 21],5587.874787549333,29.251417510934516
[8, 0],5196.601877760958,-30.18962161793479
[8, 1],5211.747434978588,-29.55586221480189
[8, 2],5240.687356020995,-23.043693881915715
[8, 3],5276.905568930351,-19.963276976504858
[8, 4],5316.279015533346,-17.078174448656682
[8, 5],5361.202897508907,-3.4990714157902403
[8, 6],5389.9146971229575,-2.909728686368908
[8, 7],5407.766056602486,-9.808069905767297
[8, 8],5423.0590726188775,-10.529370161966654
[8, 9],5431.5589265315975,-10.424103639210443
[8, 10],5436.800370148859,-9.515035219080346
[8, 11],5440.535250309252,-6.9537885989193455
[8, 12],5440.3438261334,-5.403563900564222
[8, 13],5438.540627533225,-4.521403161475064
[8, 14],5429.160297041046,-12.81743463903058
[8, 15],5430.163040721934,-15.182702086187419
[8, 16],5427.313349038251,-30.17748287059203
[8, 17],5427.826402713074,-52.019741744559724
[8, 18],5496.568025626521,-8.773328952436714
[8, 19],5557.773717475838,31.35179987979336
[8, 20],5572.54502693174,31.428256521748153
[8, 21],5580.132709456061,29.105043940188807
[9, 0],5208.728632424789,-21.689543671418505
[9, 1],5229.615977568711,-16.988399432898404
[9, 2],5264.431339255121,-8.932811156837488
[9, 3],5301.18329014423,-8.786567849301719
[9, 4],5337.239566723808,-8.10347730324429
[9, 5],5368.81060376341,-5.946581473773222
[9, 6],5395.182978881153,-9.887663457931922
[9, 7],5424.0669162288705,-10.922476891538281
[9, 8],5445.889317348506,-8.541194670538971
[9, 9],5455.5626229212885,-8.123143426468232
[9, 10],5453.77336792334,-13.312871136609829
[9, 11],5455.903013505178,-10.128330702350468
[9, 12],5452.396300110753,-9.073701515966604
[9, 13],5434.982169016101,-20.907633886246003
[9, 14],5425.051593359468,-26.676169105768167
[9, 15],5427.322698420297,-23.640558016461
[9, 16],5415.712373004114,-41.52939106230133
[9, 17],5417.7873269728,-56.280052564458856
[9, 18],5454.183268485024,-42.94101467132077
[9, 19],5523.505912376798,5.353238054913163
[9, 20],5539.515688045748,5.694356330745904
[9, 21],5551.524963499331,5.574147449796328
[10, 0],5213.773080087668,-20.808650383257373
[10, 1],5234.610227431279,-15.993495976646955
[10, 2],5266.754213815911,-9.98663694253537
[10, 3],5304.150893022604,-9.769344015967363
[10, 4],5342.975965696506,-8.954145540073114
[10, 5],5377.576829942858,-7.70237675813587
[10, 6],5411.457055473701,-9.376150181209596
[10, 7],5445.566577257224,-10.29207384356414
[10, 8],5472.996392612486,-4.312129280786394
[10, 9],5481.919245629433,-3.761416104687669
[10, 10],5474.171985904164,-12.743066018749232
[10, 11],5470.338639379481,-13.261278548848168
[10, 12],5464.495676169707,-12.749287678697328
[10, 13],5436.151271044767,-34.061697533277766
[10, 14],5429.424676395758,-35.14445937437722
[10, 15],5428.039247715639,-33.49948625627803
[10, 16],5410.024994015433,-53.50613385096585
[10, 17],5408.043806085902,-66.55626246627344
[10, 18],5451.981148692292,-42.07157962713791
[10, 19],5490.118093847713,-25.0492280542112
[10, 20],5524.3712806447675,-9.113638390858796
[10, 21],5542.56637326656,-8.090844542250125
[11, 0],5219.21648024755,-18.262990927869396
[11, 1],5239.656722015529,-13.697967576676092
[11, 2],5268.76772749756,-10.335040130438756
[11, 3],5308.822306831007,-10.057865498612955
[11, 4],5354.895941751769,-9.164137849717008
[11, 5],5398.6235517815285,-6.678499264846323
[11, 6],5434.562811048423,-10.73567319047288
[11, 7],5477.507752143649,-2.6998605978014893
[11, 8],5501.683408070868,1.8812742015279582
[11, 9],5509.289219293456,3.0149292721971506
[11, 10],5500.859359637636,-5.174240661656768
[11, 11],5488.91459317791,-13.20574936992034
[11, 12],5483.295706027832,-12.695945260710687
[11, 13],5472.090972693928,-17.34337073655479
[11, 14],5456.117988095829,-27.99325980492449
[11, 15],5448.306915029717,-32.569760194644914
[11, 16],5399.338951649332,-81.75297336911899
[11, 17],5407.019439522182,-81.41728522591802
[11, 18],5467.411974411144,-37.996244736107656
[11, 19],5496.045305591793,-32.3346249428223
[11, 20],5523.5322301554115,-28.689507153249906
[11, 21],5553.466136409766,-23.305855067599623
[12, 0],5222.157109991542,-14.623125989871369
[12, 1],5245.530671887397,-10.616468841138158
[12, 2],5278.125772178182,-9.899481283355271
[12, 3],5327.586105474593,-9.587108671695205
[12, 4],5385.878831018175,-5.207484085673968
[12, 5],5430.597263739941,-5.326390978408199
[12, 6],5464.963862048789,-8.239448502254163
[12, 7],5495.575685285577,-7.288430465558122
[12, 8],5524.182276693353,4.025922129068022
[12, 9],5532.193083196422,5.3255203308190175
[12, 10],5534.261991129391,6.27166330007185
[12, 11],5523.976760249565,-2.395681339755356
[12, 12],5516.047941599168,-6.994788230750601
[12, 13],5508.161611885238,-10.75493189514782
[12, 14],5502.403924233331,-12.832283173783253
[12, 15],5479.026748185872,-33.8133452460861
[12, 16],5443.092925793542,-69.56143161703858
[12, 17],5429.363507314544,-88.7461459756496
[12, 18],5458.770322437636,-75.37083248848194
[12, 19],5514.436976057647,-45.63923877340858
[12, 20],5553.365010535799,-36.05929866292172
[12, 21],5620.74601825621,2.5377370748692556
[13, 0],5165.385265513828,-63.59974976783724
[13, 1],5206.786486736141,-52.31885792604953
[13, 2],5299.980120272791,-7.824073733656405
[13, 3],5363.94356290561,-6.589323741613953
[13, 4],5424.696750219917,-0.23184874497837882
[13, 5],5458.9424776696815,-4.152786372607807
[13, 6],5485.125676263337,-8.388690176908312
[13, 7],5507.7363425576095,-12.01901291462491
[13, 8],5533.749774937368,-4.935022675200344
[13, 9],5558.955471999239,9.207923585653589
[13, 10],5564.886496738943,9.001960150675586
[13, 11],5556.956270782518,-2.3709061257368376
[13, 12],5552.0232778073605,-8.456999815377458
[13, 13],5556.179727490428,-3.3649126333193635
[13, 14],5555.369426115612,-2.177913453598194
[13, 15],5531.241948427018,-24.454217873183552
[13, 16],5494.841024037557,-60.50208359143835
[13, 17],5472.522206949229,-87.31693509424986
[13, 18],5500.857723841929,-73.96702561019447
[13, 19],5559.193843238326,-42.17120013785916
[13, 20],5634.552956089573,2.613606998545947
[13, 21],5662.660563672599,2.657690008491045
[14, 0],5136.018220187567,-84.78519192901786
[14, 1],5191.627519954949,-72.24198591987079
[14, 2],5326.703543735862,-6.097558217119513
[14, 3],5397.624290333135,-4.976219571683032
[14, 4],5449.08178592245,0.46965355197426106
[14, 5],5475.27987076518,-3.485965195663084
[14, 6],5498.498466325722,-7.817823916627276
[14, 7],5522.499103917804,-11.584219033718
[14, 8],5555.127342271966,-2.7976638119225754
[14, 9],5585.694625227019,10.224973983546079
[14, 10],5591.11605401166,3.292139019113165
[14, 11],5591.5294779384985,-4.624752947205707
[14, 12],5599.007757767193,-1.7836860491861444
[14, 13],5630.950274207661,28.519445566860668
[14, 14],5629.990377076108,27.658829295877695
[14, 15],5584.528835493412,-17.39633253897864
[14, 16],5569.902269139682,-33.03236424997431
[14, 17],5576.366405793743,-31.757754874995044
[14, 18],5582.565980346058,-39.38492014469375
[14, 19],5617.802230891167,-28.441445916245357
[14, 20],5677.064108957275,2.513873401402634
[14, 21],5702.588877974149,2.5595130229949064
[15, 0],5121.186580048378,-105.65515229321682
[15, 1],5196.522299126397,-80.72860001451318
[15, 2],5296.183662232313,-56.368686651036114
[15, 3],5415.286982356674,-3.988693296017118
[15, 4],5455.931642968682,-3.618416084332239
[15, 5],5486.349046175981,-2.561901274133561
[15, 6],5513.444405321642,-6.655246845670263
[15, 7],5542.348138142938,-10.266063535411377
[15, 8],5580.708009700375,0.0225707206500374
[15, 9],5600.951787918537,-1.2364683284122293
[15, 10],5628.377118838248,10.517370943200149
[15, 11],5624.4181566774905,-4.019601040593443
[15, 12],5639.341584832218,4.263712842029236
[15, 13],5668.837380600945,29.25021661901974
[15, 14],5671.596474401297,28.367285836172414
[15, 15],5614.078399832699,-32.62695384329345
[15, 16],5617.178395837176,-33.953041052559456
[15, 17],5633.109484806154,-25.279765963656246
[15, 18],5654.255626681343,-17.141451796066576
[15, 19],5683.9804351931825,-8.14311887535041
[15, 20],5718.6493975254725,2.2215339811718877
[15, 21],5740.62297951872,2.265186661896223
[16, 0],5161.806839941192,-84.605875495914
[16, 1],5233.2789233866715,-66.38793234771038
[16, 2],5317.677364247591,-50.57418398498248
[16, 3],5421.490487855072,-5.142737556178872
[16, 4],5462.052953901386,-4.776164985813921
[16, 5],5499.140429674699,-4.05351384788446
[16, 6],5537.552630771857,-5.160276508721836
[16, 7],5553.700346638836,-24.8228364714314
[16, 8],5586.554328344639,-19.259510216168565
[16, 9],5611.328534393657,-15.053834764905332
[16, 10],5650.4685658547405,8.420229522314912
[16, 11],5662.999650101274,9.428731264731141
[16, 12],5672.35302477618,9.686485315450227
[16, 13],5688.576889002807,17.142900650470438
[16, 14],5694.331103529793,14.056460822538611
[16, 15],5676.796980605463,-11.69006047129642
[16, 16],5664.060751989111,-32.23536879930907
[16, 17],5704.366494732063,-0.7119482719954249
[16, 18],5712.16403350668,-4.7382782608001435
[16, 19],5753.910107156722,20.376707411003736
[16, 20],5809.9803993948,57.15110626152273
[16, 21],5829.865144468352,59.681345190054344
[17, 0],5218.299698573164,-53.32778481201058
[17, 1],5327.383546937002,3.7404818982340657
[17, 2],5382.343641612256,-0.6959372073442864
[17, 3],5430.996292308716,-4.96804340973722
[17, 4],5475.475895252872,-5.594562656882772
[17, 5],5511.736818694689,-16.069675308282967
[17, 6],5545.485604051233,-27.58255030328837
[17, 7],5575.5866041178615,-30.56819336024364
[17, 8],5596.995167740453,-31.41884375395057
[17, 9],5625.95762841886,-19.861612373593744
[17, 10],5670.728422884631,10.119634503800626
[17, 11],5684.629831446683,11.202130651414336
[17, 12],5695.333751072774,9.288091935428383
[17, 13],5707.465198648772,7.753966174658672
[17, 14],5727.03298122149,13.989344663691554
[17, 15],5747.4558665691,23.126219663013217
[17, 16],5756.305311980333,22.500870750181093
[17, 17],5765.752402790045,22.9504396270313
[17, 18],5775.74682232053,22.912123739120034
[17, 19],5792.875590049182,27.65843019705335
[17, 20],5835.079066798407,55.86576991405309
[17, 21],5850.245133394678,58.33948742564553
[18, 0],5278.190610389588,-18.500133855487547
[18, 1],5350.7821109712795,5.712154537608512
[18, 2],5400.493929732547,1.1650906987124472
[18, 3],5450.935610439754,-3.336309931438336
[18, 4],5494.795655265865,-12.868780126719685
[18, 5],5540.319221812601,-19.178555112260256
[18, 6],5569.057891625486,-32.369065234922346
[18, 7],5597.525275346689,-30.986702007966414
[18, 8],5629.0729997453245,-17.595805280197965
[18, 9],5644.162804035483,-17.791261699157985
[18, 10],5683.401687432624,7.017548290051309
[18, 11],5697.762151345343,6.838468072082833
[18, 12],5713.302178204972,6.12457363894373
[18, 13],5731.9359428540165,7.271943997387098
[18, 14],5752.768859423429,12.5808604326985
[18, 15],5775.578323346341,23.285412264689512
[18, 16],5784.691168424577,22.655651659375508
[18, 17],5792.046473526075,21.409930929436996
[18, 18],5802.3368316319065,23.467213645009906
[18, 19],5815.289252762011,27.87437095358291
[18, 20],5840.404345159671,43.9696091616388
[18, 21],5857.643197292984,52.676711127212
[19, 0],5309.049996304627,-12.962435304466453
[19, 1],5375.203298579558,7.226036517598914
[19, 2],5426.43518444199,2.912352958665906
[19, 3],5469.166373742364,-16.472996415309353
[19, 4],5524.142731372792,-19.179213853881265
[19, 5],5560.167935755932,-29.681235429194203
[19, 6],5592.795856154955,-30.390145996965657
[19, 7],5622.712933634864,-22.93805487480222
[19, 8],5650.342855278521,-12.07326093489155
[19, 9],5679.118303134769,1.8388796508679661
[19, 10],5701.320689067315,9.276127638880098
[19, 11],5716.863509203705,8.425780393117748
[19, 12],5735.517896581673,7.827092840320802
[19, 13],5756.355798647775,9.148409098262164
[19, 14],5771.206358322798,8.336866429411202
[19, 15],5796.628106891667,22.190553741181247
[19, 16],5816.935072437576,33.17290225614033
[19, 17],5825.955945257713,34.23636219146647
[19, 18],5828.923557344486,30.56267629526519
[19, 19],5832.954562863376,29.13309917033257
[19, 20],5844.424480935914,35.86953318185442
[19, 21],5852.906926520295,39.73077560745787
[20, 0],5320.075505346632,-30.95785406473442
[20, 1],5371.104791486788,-27.248600527384042
[20, 2],5449.807340280102,-8.499021796547822
[20, 3],5501.854338246752,-21.45033410026008
[20, 4],5551.405929324906,-24.35522249295809
[20, 5],5582.076599343031,-30.32300184493306
[20, 6],5618.587278168564,-20.233613389228594
[20, 7],5638.905179231583,-20.42021319437208
[20, 8],5670.8199216977555,-5.648531919985544
[20, 9],5696.378506762519,4.407219278071352
[20, 10],5717.066915278985,9.48694249026903
[20, 11],5738.816677884108,13.037778522897497
[20, 12],5759.834762452456,12.445717433562095
[20, 13],5778.3010985136525,10.333394231161947
[20, 14],5792.667943590343,9.513510669500647
[20, 15],5820.840076044504,26.982383222088174
[20, 16],5837.362497262751,35.012772985033735
[20, 17],5843.167278391161,33.888801417367176
[20, 18],5845.13279294611,30.763520065357625
[20, 19],5846.781355702982,29.243927084142342
[20, 20],5844.818997278399,25.715912994683094
[20, 21],5840.9982349283555,20.919293911817476
[21, 0],5326.377356080745,-53.945021715675466
[21, 1],5373.98511207866,-57.191005104435135
[21, 2],5453.603040612538,-38.11435200538472
[21, 3],5525.667617341567,-25.50468101038041
[21, 4],5570.905249243493,-24.522002482100106
[21, 5],5613.559075398382,-12.072125888256778
[21, 6],5653.7733306128675,4.679416148017481
[21, 7],5664.593801884409,-5.125128249576846
[21, 8],5694.777919805619,6.580965051389285
[21, 9],5711.570775550184,6.71920871992279
[21, 10],5732.80236723515,11.413756283390285
[21, 11],5751.830339633362,11.062422033198345
[21, 12],5775.923439063662,12.141305484151417
[21, 13],5796.2965040094805,11.097185021493715
[21, 14],5809.741243626739,9.301524658725612
[21, 15],5820.085294924818,9.296559916697333
[21, 16],5850.628996516511,32.02912479614224
[21, 17],5855.494880285073,30.96870882060648
[21, 18],5855.971520164985,27.611684295683517
[21, 19],5857.362580696663,27.270705352728328
[21, 20],5853.848617744798,23.916334580540934
[21, 21],5847.752105352747,19.401945988676744
[22, 0],5336.306714799574,-68.02707256183658
[22, 1],5405.955452514531,-51.59937063529742
[22, 2],5482.7319262798665,-31.560383163569895
[22, 3],5552.977975926559,-12.641227866679401
[22, 4],5584.740236270179,-19.28296882685663
[22, 5],5633.751641751953,2.11778022301678
[22, 6],5669.25331026104,14.615034022086547
[22, 7],5681.28283894894,4.692400547812213
[22, 8],5703.327097055527,6.158485527940684
[22, 9],5721.745396186506,6.288586868349739
[22, 10],5738.274422071809,5.428516549166488
[22, 11],5761.115073340662,8.71243005560791
[22, 12],5786.2698343900165,10.93862161403922
[22, 13],5804.558969856553,7.481120965485388
[22, 14],5820.996346585403,8.141658873599226
[22, 15],5831.668176727139,8.176195378747252
[22, 16],5848.538425500911,17.23164646811074
[22, 17],5864.601078078326,27.427833334175375
[22, 18],5868.178740211527,27.12963230797959
[22, 19],5867.77465132848,24.827746218796165
[22, 20],5863.729563443804,20.660442194887764
[22, 21],5858.132987054137,16.71677753325912
[23, 0],5366.044961485566,-58.00834961577584
[23, 1],5435.870138654591,-41.42316550729447
[23, 2],5512.848632644927,-15.783396445359358
[23, 3],5560.473183597752,-12.151580866416225
[23, 4],5606.964580366776,0.18565129842500028
[23, 5],5642.143420406809,9.050944165252076
[23, 6],5675.654550933193,19.25678561549921
[23, 7],5697.313209875429,17.16139106594619
[23, 8],5721.344902260395,17.923583847213195
[23, 9],5739.9369757681725,16.1209655790517
[23, 10],5749.059869704578,7.015218348937196
[23, 11],5771.343537266011,10.19703588701941
[23, 12],5795.412338473852,12.46658937396569
[23, 13],5812.234697889478,7.87158072125203
[23, 14],5827.09774505152,6.392831845403634
[23, 15],5847.0030221303405,15.083673778804041
[23, 16],5859.427817888234,19.201063453773713
[23, 17],5864.302881338277,17.363108855649443
[23, 18],5866.406870619628,14.035901330927118
[23, 19],5875.477242910526,18.948333661487595
[23, 20],5875.789479236303,16.30392046092129
[23, 21],5874.361465708728,13.10247319053451
[24, 0],5347.217066101914,-94.06855430061478
[24, 1],5481.272853658736,-10.224387586476041
[24, 2],5528.350301703817,-8.719137745548323
[24, 3],5573.249213566633,-2.1582492358766103
[24, 4],5604.37011459945,-2.151564759615212
[24, 5],5643.011843603587,11.029306552596609
[24, 6],5668.76386969428,13.082075167327275
[24, 7],5693.460679641291,12.25587166178957
[24, 8],5721.933314942333,14.604231310348041
[24, 9],5745.213145268833,15.16142690536526
[24, 10],5756.939358033717,7.806106868626557
[24, 11],5784.347807152516,16.678390511613543
[24, 12],5799.659066990803,11.478436844621683
[24, 13],5817.141428149061,8.119117275871758
[24, 14],5831.866038489358,6.007508312935897
[24, 15],5837.591227502766,-0.2642469474922109
[24, 16],5857.397753317727,10.39533652146838
[24, 17],5868.977927324544,14.203534477177527
[24, 18],5872.576964746472,11.081624288042804
[24, 19],5872.027425003028,5.085664781970081
[24, 20],5874.138278984537,3.1773663752383072
[24, 21],5876.266879170789,2.5876319898934526
[25, 0],5402.484619698985,-53.33355485121774
[25, 1],5499.680935021244,0.271657069621142
[25, 2],5537.507239413645,-1.7763399947089056
[25, 3],5574.038044914955,-0.14238387015666376
[25, 4],5605.633295811286,1.6496579665699755
[25, 5],5636.305848718702,6.93875441763339
[25, 6],5662.8820870693335,9.225579642024059
[25, 7],5692.788866550091,11.987622370917961
[25, 8],5721.410799212803,11.794278851820309
[25, 9],5748.914490534336,14.315103858572911
[25, 10],5771.902974481678,17.432041336945986
[25, 11],5791.30924527691,18.79523539793354
[25, 12],5806.820683375706,14.788502788992446
[25, 13],5820.574489946739,7.987365253473399
[25, 14],5829.790138346793,-0.41982394576734805
[25, 15],5842.245164943508,-1.1496424812448822
[25, 16],5855.296980739781,1.6984170065406943
[25, 17],5867.966509593629,6.0643932003176815
[25, 18],5874.5286109328645,6.1655895791082
[25, 19],5877.49533118189,4.601139315678665
[25, 20],5879.846885413455,4.078469845014297
[25, 21],5880.80711807894,3.330980486937733
[26, 0],5435.322793831727,-31.870209596036148
[26, 1],5501.04414021884,-0.34597134281557373
[26, 2],5535.836459592641,0.4924044530962419
[26, 3],5571.127483116242,2.509944637849003
[26, 4],5603.053147364238,3.9712888506683157
[26, 5],5630.848183855654,5.284492452965424
[26, 6],5658.297108145387,7.4256958380747164
[26, 7],5690.408888265074,10.833484689877878
[26, 8],5721.532581410506,10.670032675676339
[26, 9],5752.290492304989,14.354485828157522
[26, 10],5775.814201922564,17.343878588362713
[26, 11],5794.364961607049,18.29002370100079
[26, 12],5810.172138822514,15.10793385931629
[26, 13],5827.123692126989,10.93379769398598
[26, 14],5834.27040271709,-1.1835675465008535
[26, 15],5848.246537035511,-1.8960713674532599
[26, 16],5863.834925616252,3.0324919335371305
[26, 17],5879.096753995586,10.795157791780184
[26, 18],5878.835162233537,5.633609553208771
[26, 19],5881.579610193034,5.42982042427775
[26, 20],5882.649841090056,4.8242396674895645
[26, 21],5882.706876207522,3.950227380699289
[27, 0],5466.349856047974,-9.231840441058921
[27, 1],5498.940050539247,-0.9254294277770896
[27, 2],5527.043065884099,-0.12460611458027415
[27, 3],5559.6737713587245,0.6183691560418083
[27, 4],5595.027992416199,3.362387199258592
[27, 5],5624.825974812418,4.363177194587479
[27, 6],5652.2529096046665,5.414517412843452
[27, 7],5682.863625785538,6.707938658560124
[27, 8],5719.0807675995375,9.965830340128377
[27, 9],5751.827559300767,13.259366558984766
[27, 10],5776.408027728584,15.909328138156525
[27, 11],5795.301290812295,16.965541646999554
[27, 12],5811.986725664412,14.185653218662992
[27, 13],5831.580647190928,10.469846577731914
[27, 14],5841.262636001708,-1.7025514147389913
[27, 15],5870.933406738711,12.587835507624732
[27, 16],5882.048661497583,14.293389017502705
[27, 17],5888.211548468912,14.994325687108358
[27, 18],5882.390565562748,6.117286432568108
[27, 19],5883.846160109122,5.90743018275316
[27, 20],5884.099434689067,5.2597309431121175
